date,temperature,humidity,water_level,N,P,K,Fan_actuator_OFF,Fan_actuator_ON,Watering_plant_pump_OFF,Watering_plant_pump_ON,Water_pump_actuator_OFF,Water_pump_actuator_ON,optimal_condition
2024-01-02 04:46:00,25,70,91,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 04:56:00,24,69,94,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 05:01:00,22,69,99,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 05:06:00,23,70,89,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 05:11:00,23,69,93,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 05:16:00,23,69,94,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 05:21:00,23,70,81,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 05:26:00,23,70,93,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 05:31:00,23,69,85,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 05:36:00,24,69,86,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 05:41:00,24,69,94,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 05:46:00,23,68,84,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 05:51:00,23,70,80,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 05:56:00,23,69,79,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 06:01:00,22,69,92,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 06:06:00,21,70,80,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 06:11:00,21,67,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 06:16:00,21,69,82,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 06:21:00,21,68,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 06:26:00,20,70,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 06:31:00,20,70,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 06:36:00,20,68,99,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 06:41:00,21,70,94,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 06:51:00,23,70,85,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 07:01:00,24,70,90,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-02 07:06:00,22,70,95,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 07:11:00,21,69,79,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 07:16:00,20,70,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 07:21:00,20,69,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 07:26:00,19,69,79,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 07:31:00,18,68,88,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 07:36:00,18,70,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 07:41:00,17,67,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 07:46:00,16,70,90,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 07:51:00,16,69,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 07:56:00,16,68,73,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:01:00,17,69,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:06:00,17,70,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:11:00,17,70,83,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:16:00,17,70,90,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:21:00,17,67,77,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:26:00,17,68,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:31:00,17,68,96,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:36:00,16,70,74,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:41:00,16,67,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:46:00,16,69,82,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:51:00,16,70,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:56:00,16,67,74,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 08:57:00,16,67,5,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 09:01:00,16,67,94,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 09:06:00,16,68,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 09:11:00,16,69,87,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 09:16:00,16,68,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 09:21:00,16,67,94,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 09:26:00,16,69,64,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 09:31:00,16,69,79,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 09:36:00,16,68,54,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 09:41:00,16,68,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 09:46:00,16,67,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 09:51:00,16,65,82,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 09:56:00,16,68,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 10:01:00,16,69,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 10:06:00,16,68,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 10:11:00,16,67,73,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 10:16:00,16,70,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 10:21:00,16,70,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 10:26:00,16,70,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 10:31:00,16,67,74,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 10:36:00,16,67,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 10:41:00,16,69,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 10:46:00,16,68,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 10:51:00,16,68,74,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 10:56:00,16,68,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 11:01:00,15,69,63,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 11:06:00,15,69,85,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 11:11:00,15,68,68,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 11:16:00,15,68,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 11:21:00,15,67,83,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 11:26:00,15,69,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 11:31:00,15,66,64,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 11:36:00,15,70,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 11:41:00,15,67,91,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 11:46:00,15,69,65,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 11:51:00,15,66,63,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 11:56:00,15,66,77,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 12:01:00,15,68,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 12:06:00,15,68,89,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 12:11:00,15,69,59,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 12:16:00,15,68,85,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 12:21:00,15,68,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 12:26:00,15,67,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 12:31:00,15,68,82,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 12:36:00,15,69,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 12:41:00,15,69,65,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 12:46:00,15,66,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 12:51:00,15,68,55,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 12:56:00,15,69,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 13:01:00,14,68,86,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 13:06:00,14,68,69,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 13:11:00,14,65,60,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 13:16:00,14,69,58,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 13:21:00,14,66,77,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 13:26:00,14,68,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 13:31:00,14,66,77,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 13:36:00,14,66,79,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 13:41:00,14,67,54,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 13:46:00,14,69,85,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 13:51:00,14,65,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 13:56:00,14,69,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 14:01:00,14,66,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 14:06:00,14,67,65,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 14:11:00,14,66,79,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 14:16:00,14,68,60,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 14:17:00,14,68,7,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 14:18:00,14,67,4,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 14:21:00,14,66,85,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 14:26:00,14,69,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 14:31:00,14,67,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 14:36:00,14,66,73,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 14:37:00,14,68,5,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 14:41:00,14,67,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 14:46:00,14,67,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 14:51:00,14,67,66,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 14:56:00,14,66,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 15:01:00,14,66,59,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 15:06:00,14,69,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 15:11:00,14,68,51,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 15:16:00,14,68,82,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 15:21:00,14,67,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 15:26:00,14,66,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 15:31:00,14,67,73,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 15:41:00,14,66,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 15:47:00,14,66,62,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 15:51:00,14,66,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 15:56:00,14,68,83,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 16:01:00,14,67,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 16:06:00,14,69,54,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 16:11:00,14,66,55,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 16:16:00,14,66,63,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 16:21:00,14,67,59,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 16:26:00,14,67,64,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 16:31:00,14,66,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 16:36:00,14,66,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 16:41:00,14,66,55,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 16:46:00,14,66,53,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 16:51:00,14,68,80,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 16:56:00,14,68,59,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 17:01:00,14,66,64,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 17:06:00,14,66,54,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 17:11:00,14,69,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 17:16:00,13,66,68,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 17:21:00,13,67,57,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 17:26:00,13,66,74,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 17:27:00,13,66,2,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 17:31:00,13,67,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 17:36:00,13,67,65,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 17:41:00,13,67,65,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 17:46:00,13,67,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 17:47:00,13,70,1,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 17:51:00,13,68,61,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 17:53:00,13,66,8,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 17:56:00,13,68,84,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 18:01:00,13,68,68,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 18:06:00,13,67,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 18:11:00,13,67,77,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 18:16:00,13,67,64,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 18:21:00,13,67,80,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 18:26:00,12,68,57,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 18:31:00,12,69,62,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 18:36:00,12,68,61,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 18:41:00,12,67,81,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 18:46:00,12,68,59,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 18:51:00,12,67,55,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 18:56:00,12,68,64,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 19:01:00,12,68,63,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 19:06:00,12,66,63,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 19:11:00,12,66,6,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 19:16:00,12,67,59,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 19:21:00,12,66,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 19:26:00,12,68,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 19:28:00,12,67,9,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 19:31:00,12,68,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 19:36:00,12,67,85,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 19:41:00,12,67,80,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 19:46:00,12,67,74,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 19:51:00,12,66,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 19:56:00,12,67,61,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 20:01:00,12,67,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 20:06:00,12,69,54,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 20:11:00,12,68,77,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 20:16:00,12,68,59,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 20:21:00,12,67,60,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 20:26:00,12,66,63,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 20:31:00,12,68,77,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 20:36:00,12,67,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 20:39:00,12,67,9,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 20:41:00,12,66,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 20:46:00,12,65,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 20:51:00,12,66,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 20:56:00,11,69,69,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 21:01:00,12,64,68,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 21:06:00,11,66,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 21:11:00,11,65,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 21:14:00,12,67,5,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 21:16:00,12,67,59,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 21:21:00,12,66,69,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 21:26:00,11,65,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 21:31:00,11,67,61,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 21:36:00,11,69,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 21:41:00,11,65,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 21:46:00,11,68,69,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 21:51:00,11,66,45,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 21:56:00,11,65,73,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 22:01:00,11,68,77,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 22:06:00,11,65,57,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 22:11:00,11,66,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 22:16:00,11,67,69,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 22:21:00,11,68,77,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 22:26:00,11,66,68,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 22:31:00,11,65,55,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 22:36:00,12,65,69,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 22:41:00,12,67,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 22:46:00,12,67,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 22:51:00,13,68,52,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 22:56:00,13,68,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 23:01:00,13,68,75,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 23:06:00,13,68,66,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 23:11:00,13,66,57,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 23:16:00,13,64,65,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 23:21:00,14,67,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 23:26:00,14,67,67,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 23:31:00,14,68,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 23:36:00,14,68,53,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 23:41:00,15,68,53,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 23:46:00,15,66,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-02 23:51:00,15,66,61,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-02 23:56:00,16,66,63,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-03 00:01:00,17,68,51,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-03 00:06:00,17,68,65,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-03 00:11:00,19,68,55,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-03 00:16:00,20,68,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-03 00:21:00,18,66,52,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-03 00:26:00,17,67,76,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-03 00:31:00,19,69,54,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-03 00:36:00,21,69,71,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-03 00:41:00,20,69,78,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-03 00:46:00,19,67,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-03 00:51:00,19,69,57,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-03 00:56:00,19,69,69,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-03 01:01:00,20,69,61,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-03 01:06:00,22,69,50,178,186,157,1.0,0.0,1.0,0.0,0.0,1.0,0
2024-01-03 01:11:00,23,70,69,178,186,157,0.0,1.0,1.0,0.0,0.0,1.0,0
2024-01-03 01:16:00,23,70,57,178,186,157,0.0,1.0,1.0,0.0,0.0,1.0,0
2024-01-03 01:21:00,22,69,70,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-03 01:26:00,22,70,72,178,186,157,1.0,0.0,1.0,0.0,1.0,0.0,0
2024-01-03 01:31:00,23,70,65,178,186,157,0.0,1.0,1.0,0.0,0.0,1.0,0
2024-01-03 01:36:00,24,69,52,178,186,157,0.0,1.0,1.0,0.0,0.0,1.0,0
2024-01-03 01:41:00,24,68,70,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-03 01:46:00,25,70,60,178,186,157,0.0,1.0,1.0,0.0,0.0,1.0,0
2024-01-03 01:51:00,26,69,55,178,186,157,0.0,1.0,1.0,0.0,0.0,1.0,0
2024-01-03 01:56:00,24,70,67,178,186,157,0.0,1.0,1.0,0.0,0.0,1.0,0
2024-01-03 02:01:00,23,69,72,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-03 02:06:00,23,70,71,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-03 02:16:00,28,69,65,178,186,157,0.0,1.0,1.0,0.0,0.0,1.0,0
2024-01-03 02:26:00,30,70,70,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-03 02:31:00,26,70,58,178,186,157,0.0,1.0,1.0,0.0,0.0,1.0,0
2024-01-03 02:36:00,28,69,56,178,186,157,0.0,1.0,1.0,0.0,0.0,1.0,0
2024-01-03 02:41:00,30,69,62,178,186,157,0.0,1.0,1.0,0.0,0.0,1.0,0
2024-01-03 02:46:00,31,70,72,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-03 02:56:00,31,69,78,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
2024-01-03 03:01:00,31,70,59,178,186,157,0.0,1.0,1.0,0.0,0.0,1.0,0
2024-01-03 03:06:00,32,70,74,178,186,157,0.0,1.0,1.0,0.0,1.0,0.0,0
